1,999999999,1,10307,3,9/1/2022,09/30/2022,0:00,23:59,40,2,100,1,40% DE DESCUENTO,40
1,999999999,1,10307,2,9/1/2022,09/30/2022,0:00,23:59,40,2,100,1,40% DE DESCUENTO,40
1,999999999,1,1467,2,9/1/2022,09/30/2022,0:00,23:59,40,2,100,1,40% DE DESCUENTO,40
1,999999999,1,1467,4,9/1/2022,09/30/2022,0:00,23:59,40,2,100,1,40% DE DESCUENTO,40
1,999999999,1,10117,3,9/1/2022,09/30/2022,0:00,23:59,40,2,100,1,40% DE DESCUENTO,40
1,999999999,1,10117,1,9/1/2022,09/30/2022,0:00,23:59,40,2,100,1,40% DE DESCUENTO,40
1,999999999,1,11880,4,9/1/2022,09/30/2022,0:00,23:59,40,2,100,1,40% DE DESCUENTO,40
1,999999999,1,11880,1,9/1/2022,09/30/2022,0:00,23:59,40,2,100,1,40% DE DESCUENTO,40
1,999999999,1,11880,2,9/1/2022,09/30/2022,0:00,23:59,40,2,100,1,40% DE DESCUENTO,40
1,999999998,1,85256,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,85256,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,86025,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,86025,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,86027,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,86029,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,20707,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,20707,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,20707,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32032,4,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32032,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,94901,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32034,4,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,32034,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,97197,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,82619,7,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,82619,9,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,82619,8,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
"1,999999998,1,82619,1,	08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25"
1,999999998,1,82619,6,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
"1,999999998,1,82619,1,	08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25"
1,999999998,1,80362,4,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,80362,5,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,80362,3,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,80362,1,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,80362,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
1,999999998,1,13921,2,08/30/2022,12/31/2022,0:00,23:59,25,4,100,1,ALFA CARE 25% DE DESCUENTO ACTUALIZADOS,25
